# Generated by tools/wikispec_fetch.py on 2026-09-05. Do not edit by hand.
# Source: the per-car articles on en.wikipedia.org, {{Racing car}} infobox. CC BY-SA 4.0.
# Every row was checked against F1DB for constructor and seasons before it was written; see car_specs.log.
# article|chassis_ids|constructor_id|first_year|last_year|designers|chassis_type|susp_front|susp_rear|engine_name|engine_config|aspiration|engine_position|gearbox|gears|brakes|fuel|lubricants|tyres|predecessor|successor|debut|power_note|capacity_cc|power_bhp|weight_kg|wheelbase_mm|track_front_mm|track_rear_mm|fuel_l|races|wins|poles|fastest_laps|podiums|drivers_titles|constructors_titles
Force India VJM03|force-india-vjm03|force-india|2010|2010|Mark Smith ; James Key ; Akio Haga ; Bruce Eddington ; Daniel Carpenter ; Simon Gardner ; Richard Frith ; Simon Phillips ; Simon Belcher|Carbon fibre composite monocoque with Zylon legality side anti-intrusion panels|Aluminium uprights with carbon fibre composite wishbones, trackrod and pushrod. Inboard chassis mounted torsion springs, dampers and anti-roll bar assembly|as front|Mercedes-Benz FO 108X|90° V8, limited to 18,000 RPM|naturally aspirated|mid-mounted|McLaren|Seven-speed semi-automatic gearbox with reverse gear||Mobil||Bridgestone Potenza; BBS Wheels (front and rear): 13"|Force India VJM02|Force India VJM04|2010 Bahrain Grand Prix||2400||620|||||19|0|0|0|0||
Force India VJM04|force-india-vjm04|force-india|2011|2011|Mark Smith ; Andrew Green ; Simon Phillips ; Ian Hall ; Bruce Eddington ; Daniel Carpenter ; Simon Gardner ; James Knapton ; Simon Belcher|Carbon fibre composite monocoque with Zylon legality side anti-intrusion panels|Aluminium uprights with carbon fibre composite wishbones, trackrod and pushrod. Inboard chassis mounted torsion springs, dampers and anti-roll bar assembly|as front, except for trackrod and pullrod, and gearbox mounted torsion springs.|Mercedes-Benz FO 108Y|90° V8, limited to 18,000 RPM|naturally aspirated|mid-mounted|McLaren|Seven-speed semi-automatic gearbox with reverse gear||Mobil||Pirelli P Zero; BBS Wheels (front and rear): 13"|Force India VJM03|Force India VJM05|2011 Australian Grand Prix||2400||640|||||19|0|0|0|0||
Force India VJM05|force-india-vjm05|force-india|2012|2012|Andrew Green; ; Simon Phillips ; Akio Haga ; Bruce Eddington ; Daniel Carpenter ; Simon Gardner ; James Knapton ; Simon Belcher|Carbon fibre composite monocoque with Zylon legality side anti-intrusion panels.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pushrod. Inboard chassis mounted torsion springs, dampers and anti-roll bar assembly.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pullrod. Inboard gearbox mounted torsion springs, dampers and anti-roll bar assembly.|Mercedes-Benz FO 108Z|V8 (90°).|Naturally aspirated, 18,000 RPM limited with KERS|mid-mounted|McLaren gearbox|Seven-speed plus one reverse gear||Mobil||Pirelli P Zero (dry), Cinturato (wet); BBS Wheels (front and rear): 13"|Force India VJM04|Force India VJM06|2012 Australian Grand Prix||||640|||||20|0|0|1|0||
Force India VJM06|force-india-vjm06|force-india|2013|2013|Andrew Green; ; Simon Phillips ; Ian Hall ; Bruce Eddington ; Daniel Carpenter ; Simon Gardner ; James Knapton ; Simon Belcher|Carbon fibre composite monocoque with Zylon legality side anti-intrusion panels.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pushrod. Inboard chassis mounted torsion springs, dampers and anti-roll bar assembly.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pullrod. Inboard gearbox mounted torsion springs, dampers and anti-roll bar assembly.|Mercedes-Benz FO 108F|V8 (90°).|Naturally aspirated, 18,000 RPM limited with Mercedes AMG High Performance Powertrains KERS|mid-mounted.|McLaren Racing|McLaren Racing 7-speed, semi-automatic, 'e-shift'||Mobil; Mobil 1 product lubricant||Pirelli P Zero (dry), Cinturato (wet)|Force India VJM05|Force India VJM07|2013 Australian Grand Prix|||||||||19|0|0|0|0||
Force India VJM07|force-india-vjm07|force-india|2014|2014|Andrew Green ; Simon Phillips ; Akio Haga ; Bruce Eddington ; Daniel Carpenter ; Andrew Brown ; Jonathan Marshall ; Simon Belcher|Carbon fibre composite monocoque with Zylon legality side anti-intrusion panels.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pushrod. Inboard chassis mounted torsion springs, dampers and anti-roll bar assembly.|Aluminium uprights with carbon fibre composite wishbones, trackrod and pullrod. Inboard gearbox mounted torsion springs, dampers and anti-roll bar assembly.|Mercedes PU106A Hybrid Turbo|V6 (90°)|15,000 RPM limited|in a mid-mounted, rear-wheel drive layout||Semi-automatic Sequential Gearbox Eight Speed Forward + One reverse||Petronas|Roshfrans|Pirelli P Zero (dry), Cinturato (wet)|Force India VJM06|Force India VJM08|2014 Australian Grand Prix||||691|||||19|0|0|1|1||
Force India VJM08|force-india-vjm08+force-india-vjm08b|force-india|2015|2015|Andrew Green ; Simon Phillips ; Ian Hall ; Bruce Eddington ; Daniel Carpenter ; Andrew Brown ; Jonathan Marshall ; Simon Belcher|Moulded carbon fibre and honeycomb composite structure|||Mercedes PU106B Hybrid Turbo|V6 engine (90°), limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout||||Petronas|Petronas|Pirelli P Zero (dry), Cinturato (wet)|Force India VJM07|Force India VJM09|2015 Australian Grand Prix|||||||||19|0|0|0|1||
Force India VJM09|force-india-vjm09|force-india|2016|2016|Andrew Green ; Simon Phillips ; Akio Haga ; Bruce Eddington ; Daniel Carpenter ; Andrew Brown ; Jonathan Marshall ; William Worrall ; Guru Johl|Carbon-fibre composite survival cell|||Mercedes PU106C Hybrid|direct injection V6 turbocharged engine, limited to 15,000 rpm||in a mid-mounted, rear-wheel drive layout|Sequential shift gearbox with|eight forward and one reverse gears|Carbon discs with steel calipers|||Pirelli P Zero (dry) tyres; Pirelli Cinturato (wet) tyres|Force India VJM08|Force India VJM10|2016 Australian Grand Prix|||||||||21|0|0|1|2||
Force India VJM10|force-india-vjm10|force-india|2017|2017|Guru Johl|Carbon fibre and honeycomb composite monocoque with Zylon side anti-intrusion panels|Aluminium alloy uprights with carbon fibre composite wishbones, trackrod and pushrod inboard chassis mounted torsion springs and anti-roll bar assembly|Aluminium alloy uprights with carbon fibre composite wishbones, trackrod and pullrod hydro-mechanical springs, dampers and anti-roll bar assembly|Mercedes-AMG F1 M08 EQ Power+|direct injection V6 turbocharged engine, limited to 15,000 rpm||in a mid-mounted, rear-wheel drive layout||Mercedes semi-automatic sequential gearbox with eight forward and one reverse gear|calipers]]|Petronas Primax|Petronas Syntium & Tutela|Pirelli Cinturato (wet) tyres|Force India VJM09|Force India VJM11|2017 Australian Grand Prix|||||||||20|0|0|1|0||
Force India VJM11|force-india-vjm11|force-india|2018|2018|Guru Johl|Carbon fibre composite monocoque with Zylon side anti-intrusion panels|Aluminium alloy uprights with carbon fibre composite wishbones, trackrod and pushrod|Aluminium alloy uprights with carbon fibre composite wishbones, trackrod and pullrod|Mercedes M09 EQ Power+|direct injection V6 turbocharged engine limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout||Mercedes AMG F1 eight-speed gearbox with semi-automatic seamless shift|Carbon Industries 920E Brake system|Petronas Primax, Pemex|Ravenol|BBS wheels|Force India VJM10|Racing Point RP19|2018 Australian Grand Prix|||||||||21|0|0|0|1||
Forti FG01|forti-fg01+forti-fg01b|forti|1995|1996|Giacomo Caliri ; Sergio Rinland ; Giorgio Stirano ; Chris Radage ; Hans Fouche|Carbon-fibre monocoque|Double wishbones, pushrod|As front|Ford-Cosworth EDD1 3-litre V8 (75°) (1995); Ford Zetec-R 3-litre V8 (90°) (1996)|||mid-engined|Hewland|six-speed||Elf|STP|Goodyear||FG03|1995 Brazilian Grand Prix|630-660 hp||660|42|2950|1700|1700||22|0|0|0|||
Forti FG03|forti-fg03|forti|1996|1996|George Ryton (Technical Director); Chris Radage (Chief Designer); Riccardo de Marco (Head of Design)|Carbon fibre and honeycomb composite monocoque|Unequal length wishbones, pushrod|As front|Ford ECA Zetec-R|90-degree V8||mid-mounted|Hewland|6-speed||Elf||Goodyear|FG01B||1996 San Marino Grand Prix||||595|2981|1680|1680||6|0|0|0||0|0
Gordini T16|gordini-t16+gordini-t16s|gordini|1952|1956||Steel tubular spaceframe, aluminum body|Double wishbones, independent with torsion bar springs, Messier shock absorbers, anti-roll bar|Rear rigid live axle, Watts linkage, Messier hydraulic shock absorbers, trailing arms, anti-roll bar||DOHC L6|naturally-aspirated|mid-engined||4-speed|Drum brakes||||||1952 Swiss Grand Prix|175 hp at 7000&nbsp;rpm||175|780|||||||||||
Gordini T32|gordini-t32|gordini|1956|1956|Amédée Gordini|Steel tubular spaceframe|Independent with torsion bar, hydraulic Messier dampers, anti-roll bar|Rear rigid live axle, Watts linkage, Messier hydraulic dampers, anti-roll bar||I8 DOHC|naturally-aspirated|mid-engined||5-speed|Disc brakes||||||1955 Italian Grand Prix|250 hp at 7500&nbsp;rpm||250|700|2300|1240|1240||||||||
HRT F112|hrt-f112|hrt|2012|2012|Jean-Claude Martens ; Paul White ; Stéphane Chosse||||Cosworth CA2012|V8|Naturally Aspirated|mid-mounted||7 Speed Forward + 1 Reverse Speed||Cepsa||Pirelli P Zero (dry), Cinturato (wet)|Hispania F111||2012 Australian Grand Prix|NNN hp||||||||20|0|0|0|0||
HWM 51|hwm-51|hwm|1951|1952||Steel tubular spaceframe|Double wishbones, coil springs over shock absorbers, anti-roll bar|Leaf springs, de Dion rear axle||Alta L4|naturally-aspirated|mid-engined|||Disc brakes|||Dunlop||||145 hp||145||||||||||||
Haas VF-16|haas-vf-16|haas|2016|2016|Rob Taylor ; Ben Agathangelou|Carbon-fibre monocoque with honeycomb structure|Carbon fibre wishbone with pushrod-activated torsion springs and rockers|same as front|Ferrari 061|direct injection V6 turbocharged engine, limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout|Ferrari|eight-speed|Brembo|Shell V-Power|Pennzoil Ultra Platinum|Pirelli P Zero (dry), Pirelli Cinturato (wet)||Haas VF-17|2016 Australian Grand Prix||||702|3500||||21|0|0|0|0||
Haas VF-17|haas-vf-17|haas|2017|2017|Rob Taylor ; Ben Agathangelou ; Stephen Mahon|Carbon-fibre monocoque with honeycomb structure|Independent suspension, push-rod activated torsion springs front and rear|same as front|Ferrari 062|direct injection V6 turbocharged engine, limited to 15,000 RPM|Turbocharged|in a mid-mounted, rear-wheel drive layout|Ferrari|8 Forward and 1 Reverse Gears|carbon-fiber disc brakes, pads and six-piston calipers|Shell V-Power|Pennzoil|Pirelli P Zero (dry),; Pirelli Cinturato (wet)|Haas VF-16|Haas VF-18|2017 Australian Grand Prix|||||||||20|0|0|0|0||
Haas VF-18|haas-vf-18|haas|2018|2018|Davide Paganelli||||Ferrari 062 EVO|direct injection V6 turbocharged engine limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout||Eight forward and one reverse gears||Shell V-Power|Pennzoil|Pirelli P Zero (dry),; Pirelli Cinturato (wet)|Haas VF-17|Haas VF-19|2018 Australian Grand Prix|||||||||21|0|0|1|0||
Haas VF-19|haas-vf-19|haas|2019|2019|Rob Taylor ; Fabio Segalini ; Ben Agathangelou ; Stephen Mahon ; Davide Paganelli|Carbon fibre and honeycomb composite|Independent with push-rod activated torsion springs|Independent with pull-rod activated torsion springs|Ferrari 064|direct injection V6 turbocharged engine limited to 15,000 RPM||in a mid-mounted, rear-wheel drive layout|Ferrari semi-automatic gearbox|with eight forward and one reverse gears|AP Racing carbon fibre discs, pads and calipers|Shell V-Power|Pennzoil|Pirelli P Zero (dry),; Pirelli Cinturato (wet); OZ Racing wheels|Haas VF-18|Haas VF-20|2019 Australian Grand Prix||||743|||||21|0|0|1|0||
Haas VF-20|haas-vf-20|haas|2020|2020|Rob Taylor ; Fabio Segalini ; Ben Agathangelou ; Stephen Mahon ; Davide Paganelli|||||||||||||Pirelli|Haas VF-19|Haas VF-21|2020 Austrian|||||||||17|0|0|0|0||
Haas VF-21|haas-vf-21|haas|2021|2021|Simone Resta ; Matteo Piraccini ; Andrea De Zordo ; Maurizio Bocchi ; Damien Brayshaw ; Arron Melvin ; Davide Paganelli||||Ferrari 065/6|V6||||||||Pirelli|Haas VF-20|Haas VF-22|2021 Bahrain Grand Prix|||||||||22|0|0|0|0||
Haas VF-22|haas-vf-22|haas|2022|2022|Simone Resta ; Andrea De Zordo ; Matteo Piraccini ; Maurizio Bocchi ; Damien Brayshaw ; Arron Melvin ; Davide Paganelli|Carbon-fibre and honeycomb composite|Double wishbone, push-rod|Double wishbone, pull-rod|Ferrari 066/7<hr>1.6 L direct injection V6 turbocharged engine limited to 15,000 RPM in a mid-mounted, rear-wheel drive layout|V6|||Ferrari|8 speed + 1 reverse|6 piston carbon disk brakes|||Pirelli P Zero (dry); Pirelli Cinturato (wet)|Haas VF-21|Haas VF-23|2022 Bahrain Grand Prix||||795|||||22|0|1|0|0||
Haas VF-24|haas-vf-24|haas|2024|2024|Simone Resta ; Andrea De Zordo ; Matteo Piraccini ; Maurizio Bocchi ; Damien Brayshaw ; Davide Paganelli|Carbon-fibre and honeycomb composite|Double wishbone, push-rod|Double wishbone, pull-rod|Ferrari 066/10<hr>1.6 L direct injection V6 turbocharged engine limited to 15,000 RPM in a mid-mounted, rear-wheel drive layout|V6|||Ferrari|8 speed + 1 reverse|6 piston carbon disk brakes|Shell|Shell|Pirelli P Zero (dry); Pirelli Cinturato (wet)|Haas VF-23|Haas VF-25|2024 Bahrain Grand Prix|||||||||24|0|0|1|0||
Haas VF-25|haas-vf-25|haas|2025|2025|Rhodri Moseley||||Ferrari 066/15<hr>1.6 L direct injection V6 turbocharged engine limited to 15,000 RPM in a mid-mounted, rear-wheel drive layout|V6|||Ferrari|8 speed + 1 reverse|6 piston carbon disk brakes|Shell|Shell|Pirelli P Zero (dry); Pirelli Cinturato (wet)|Haas VF-24|Haas VF-26|2025 Australian Grand Prix|||||||||24|0|0|0|0||
Haas VF-26|haas-vf-26|haas|2026|2026|Rhodri Moseley|Carbon fiber and honeycomb composite structure|||Ferrari 067/6<hr>1.6 L direct injection V6 turbocharged engine limited to 15,000 RPM in a mid-mounted, rear-wheel drive layout|V6|||Ferrari|8 speed + 1 reverse|6 piston carbon disk brakes|Shell|Shell|Pirelli P Zero (dry); Pirelli Cinturato (wet)|Haas VF-25||2026 Australian Grand Prix|NNN hp|||770|||||||||||
Hesketh 308C|hesketh-308+hesketh-308c|hesketh|1974|1975|Harvey Postlethwaite|Aluminium monocoque, with engine as a fully stressed member.|1975: lower wishbones, top rockers, in-board rubber springs over dampers, anti-roll bar. ; 1976: lower wishbones, top rockers, in-board coil springs over dampers, anti-roll bar|1975: single top links, double lower links, twin radius arms, rubber springs over dampers, anti-roll bar. ; 1976: single top links, double lower links, twin radius arms, coil springs over dampers, anti-roll bar|Ford Cosworth DFV|90° V8|naturally aspirated|mid-mounted.|1975: Hewland FGA 400 5-speed manual; 1976: Hewland DG 400 5-speed manual|||Duckhams (1975) ; FINA (1976)|Duckhams (1975) ; FINA (1976)|Goodyear|Hesketh 308B (Hesketh) ; Wolf–Williams FW04 (Wolf–Williams)|Hesketh 308D|1975 Italian Grand Prix||2993||580|||||18|0|0|0|||
Hesketh 308E|hesketh-308e|hesketh|1977|1978|Nigel Stroud (Technical Director); Frank Dernie (Chief Designer)|Aluminium monocoque.|Double wishbone with coilover spring/dampers.|As front.|Ford-Cosworth DFV|V8.|Naturally aspirated|mid-mounted.|Hewland FGA400|5-speed||FINA||Goodyear|||1977 Race of Champions; Brands Hatch||2993|||||||18|0|0|0|||
Hill GH1|hill-gh1|hill|1975|1975|Andy Smallman|Aluminium monocoque, with engine as a fully stressed member.|Double wishbones, coil springs over dampers, anti-roll bar|Single top links, twin lower links, twin trailing arms, coil springs over dampers, anti-roll bar|Ford Cosworth DFV|90° V8|naturally aspirated|mid-mounted.|Hewland TL 200|5-speed||Esso|Esso|Goodyear|Lola T370|Hill GH2|1975 South African Grand Prix (as Lola T371)|485 bhp @ 10,600 rpm ; 363 N.m @ 7,000 rpm|2993|485|603|2573|1626|1626||12|0|0|0|||
Honda RA106|honda-ra106|honda|2006|2006|Geoff Willis ; Gary Savage ; Kevin Taylor ; Willem Toet ; Mark Ellis ; Ian Wright ; Russell Cooley ; Simon Lacey ; Mariano Alperin ; Kazuo Sakurahara|Carbon fibre and honeycomb composite structure|Wishbone and pushrod activated torsion springs and rockers; mechanical anti-roll bar|Wishbone and pushrod activated torsion springs and rockers; mechanical anti-roll bar|Honda RA806E|V8 (90°).|Naturally-aspirated|mid-mounted.|Honda|7 forward speeds + 1 reverse|Caliper : alcon; Pad and Disc : Brembo / Hitco|ENEOS|ENEOS|Michelin ; BBS Wheels|BAR 007 - BAR Engineering ; Honda RA301 - Honda branded ; Honda RA302 - Honda branded|RA107|2006 Bahrain Grand Prix|650-775 hp @ 19,500 rpm|2395|775||3145|1460|1460||18|1|1|0|3|0|0
Honda RA107|honda-ra107|honda|2007|2007|Shuhei Nakamoto ; Gary Savage ; Jacky Eeckelaert ; Kevin Taylor ; Mark Ellis ; Ian Wright ; Russell Cooley ; Mariano Alperin ; Kazuo Sakurahara|Moulded carbon fibre and honeycomb composite monocoque|Double wishbone with pushrod-activated torsion springs and rockers, Showa dampers|Double wishbone with pushrod-activated torsion springs and rockers, Showa dampers|Honda RA807E|V8 (90°).|naturally-aspirated|mid-mounted.|Honda|7 speeds|Caliper: alcon; Disc: Hitco|ENEOS|ENEOS|Bridgestone Potenza; BBS Wheels|RA106|RA108|2007 Australian Grand Prix|700–775 hp @ 19,000 rpm|2400|775||3165|1460|1460||17|0|0|0|0|0|0
Honda RA108|honda-ra108|honda|2008|2008|Shuhei Nakamoto ; Jörg Zander ; Jacky Eeckelaert ; Kevin Taylor ; Craig Wilson ; Ian Wright ; Russell Cooley ; Loic Bigois ; Kazuo Sakurahara|Moulded carbon fibre and honeycomb composite monocoque|Double wishbone with pushrod-activated torsion springs and rockers, Showa dampers|Double wishbone with pushrod-activated torsion springs and rockers, Showa dampers|Honda RA808E|90° V8, 19,000 RPM rev limited|Naturally-aspirated|mid-engined|Honda Carbon composite maincase|7-speed, Honda internals||? (5.75% bio fuel)|ENEOS|Bridgestone Potenza; BBS Forged Magnesium Wheels|RA107|Brawn BGP 001|2008 Australian Grand Prix|747-775 hp @ 19,000 rpm||775||||||18|0|0|0|1||
Honda RA271|honda-ra271|honda|1964|1964|Yoshio Nakamura; Shoichi Sano|Aluminium monocoque with tubular rear subframe.|Double wishbone, with inboard coilover spring/damper units.|As front.|Honda|60° V12|naturally aspirated.|Transverse, mid-mounted.|Honda|6-speed||BP||Dunlop|RA270|RA272|1964 German Grand Prix|NNN hp|1495||525|2300|1300|1300||3|0|0|0||0|0
Honda RA272|honda-ra272|honda|1965|1965|Yoshio Nakamura ; Shoichi Sano|Aluminium monocoque|Double wishbone|Double wishbone|Honda RA272E|V12 (60°)|naturally aspirated|mid-engined, transversely mounted|Honda|6 forward speeds + 1 reverse||BP|BP|Goodyear|RA271|RA273|1965 Monaco Grand Prix|NNN hp|||498|2300||||8|1|0|0|||
Honda RA273|honda-ra273|honda|1966|1967|||||Honda RA273E|V12||||||||Goodyear (1966) ; Firestone (1967)|RA272|RA300|1966 Italian Grand Prix|||||||||9|0|0|1|1||
Honda RA300|honda-ra300|honda|1967|1968|Eric Broadley (Lola Cars); John Surtees (Honda); Yoshio Nakamura (Honda); Shoichi Sano (Honda)|Aluminium monocoque|||Honda RA273E|V12|naturally aspirated|mid-engined, longitudinally mounted|Honda|5-speed||BP/Shell||Firestone|RA273|RA301|1967 Italian Grand Prix||2991|||||||4|1|0|0|1|0|0
Honda RA301|honda-ra301|honda|1968|1968|Yoshio Nakamura (Honda),; Shoichi Sano (Honda),; Derrick White (Lola Cars)|Aluminium monocoque|Double-wishbone|Double-wishbone|Honda RA273E|90° V12|naturally aspirated|mid-engined, longitudinally-mounted|Honda|5-speed||BP/Shell||Firestone|RA300|RA302 - technical; RA106 - chronological race order|1968 Spanish Grand Prix||2991|||||||11|0|1|1|1|0|0
Honda RA302|honda-ra302|honda|1968|1968|Yoshio Nakamura,; Shoichi Sano|Magnesium-skinned monocoque|double-wishbone|double-wishbone|Honda RA302E|120° V8|naturally aspirated|Mid-engined, longitudinally mounted air cooled|Honda|5-speed||BP/Shell||Firestone|RA301|RA106|1968 French Grand Prix,; Rouen.||2987.5|||||||1|0|0|0||0|0
Jaguar R1|jaguar-r1|jaguar|2000|2000|Gary Anderson ; John Russell ; Darren Davies ; Nick Hayes|Carbon-fibre monocoque|double wishbones, pushrod|double wishbones, pushrod|Cosworth CR-2|V10|naturally-aspirated|mid-engined|Jaguar|6-speed||Texaco|Havoline|Bridgestone|Stewart SF3|R2|2000 Australian Grand Prix|805 hp @ 17,500 rpm||805||||||17|0|0|0||0|0
Jaguar R2|jaguar-r2|jaguar|2001|2001|Steve Nichols ; John Russell ; Frederic Vellutini ; Mark Handford ; Nick Hayes|Carbon-fibre monocoque|double wishbones, pushrod, torsion bar, ARB, third spring|double wishbones, pushrod, torsion bar, ARB, third spring|Cosworth CR-3|3.0-litre V10|naturally-aspirated|mid-engined|Jaguar|7-speed||Texaco|Havoline|Michelin|R1|R3|2001 Australian Grand Prix|805 hp @ 17,500 rpm||805||||||17|0|0|0||0|0
